Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Activity,Stage
192.168.3.29-192.168.3.30-55250-3689-6,192.168.3.29,55250,192.168.3.30,3689,6,18/07/2019 12:47:39 PM,17,0,2,0,0,0,0,0,0,0,0,0,0,0,117647.0588,17,0,17,17,0,0,0,0,0,17,17,0,17,17,0,0,0,0,0,44,0,117647.0588,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-55249-1048-6,192.168.3.29,55249,192.168.3.30,1048,6,18/07/2019 12:47:47 PM,15,0,2,0,0,0,0,0,0,0,0,0,0,0,133333.3333,15,0,15,15,0,0,0,0,0,15,15,0,15,15,0,0,0,0,0,44,0,133333.3333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-55249-5862-6,192.168.3.29,55249,192.168.3.30,5862,6,18/07/2019 12:48:06 PM,44,0,2,0,0,0,0,0,0,0,0,0,0,0,45454.54545,44,0,44,44,0,0,0,0,0,44,44,0,44,44,0,0,0,0,0,44,0,45454.54545,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-55250-6003-6,192.168.3.29,55250,192.168.3.30,6003,6,18/07/2019 12:48:05 PM,19,0,2,0,0,0,0,0,0,0,0,0,0,0,105263.1579,19,0,19,19,0,0,0,0,0,19,19,0,19,19,0,0,0,0,0,44,0,105263.1579,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-47494-3306-6,192.168.3.29,47494,192.168.3.30,3306,6,18/07/2019 02:57:17 PM,63,1,2,0,0,0,0,0,0,0,0,0,0,0,47619.04762,31.5,26.1629509,50,13,0,0,0,0,0,63,63,0,63,63,0,0,0,0,32,64,15873.01587,31746.03175,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,227,0,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-39926-3306-6,192.168.3.29,39926,192.168.3.30,3306,6,18/07/2019 09:28:23 PM,114,1,2,0,0,0,0,0,0,0,0,0,0,0,26315.78947,57,24.04163056,74,40,0,0,0,0,0,74,74,0,74,74,0,0,0,0,32,64,8771.929825,17543.85965,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,227,0,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-55249-8333-6,192.168.3.29,55249,192.168.3.30,8333,6,18/07/2019 12:47:38 PM,15,0,2,0,0,0,0,0,0,0,0,0,0,0,133333.3333,15,0,15,15,0,0,0,0,0,15,15,0,15,15,0,0,0,0,0,44,0,133333.3333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-47472-3306-6,192.168.3.29,47472,192.168.3.30,3306,6,18/07/2019 02:57:16 PM,52,0,2,0,0,0,0,0,0,0,0,0,0,0,38461.53846,52,0,52,52,0,0,0,0,0,52,52,0,52,52,0,0,0,0,0,64,0,38461.53846,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,227,0,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-55249-3323-6,192.168.3.29,55249,192.168.3.30,3323,6,18/07/2019 12:47:38 PM,9,0,2,0,0,0,0,0,0,0,0,0,0,0,222222.2222,9,0,9,9,0,0,0,0,0,9,9,0,9,9,0,0,0,0,0,44,0,222222.2222,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-55249-563-6,192.168.3.29,55249,192.168.3.30,563,6,18/07/2019 12:47:38 PM,10,0,2,0,0,0,0,0,0,0,0,0,0,0,200000,10,0,10,10,0,0,0,0,0,10,10,0,10,10,0,0,0,0,0,44,0,200000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-55250-44501-6,192.168.3.29,55250,192.168.3.30,44501,6,18/07/2019 12:47:40 PM,25,0,2,0,0,0,0,0,0,0,0,0,0,0,80000,25,0,25,25,0,0,0,0,0,25,25,0,25,25,0,0,0,0,0,44,0,80000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-55249-5666-6,192.168.3.29,55249,192.168.3.30,5666,6,18/07/2019 12:47:58 PM,18,0,2,0,0,0,0,0,0,0,0,0,0,0,111111.1111,18,0,18,18,0,0,0,0,0,18,18,0,18,18,0,0,0,0,0,44,0,111111.1111,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-139-56138-6,192.168.3.30,56138,192.168.3.29,139,6,18/07/2019 06:23:42 PM,230,0,2,0,0,0,0,0,0,0,0,0,0,0,8695.652174,230,0,230,230,0,0,0,0,0,230,230,0,230,230,0,0,0,0,0,60,0,8695.652174,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,Normal,Benign
192.168.3.29-192.168.3.30-55249-32775-6,192.168.3.29,55249,192.168.3.30,32775,6,18/07/2019 12:47:46 PM,19,0,2,0,0,0,0,0,0,0,0,0,0,0,105263.1579,19,0,19,19,0,0,0,0,0,19,19,0,19,19,0,0,0,0,0,44,0,105263.1579,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-55249-70-6,192.168.3.29,55249,192.168.3.30,70,6,18/07/2019 12:48:01 PM,19,0,2,0,0,0,0,0,0,0,0,0,0,0,105263.1579,19,0,19,19,0,0,0,0,0,19,19,0,19,19,0,0,0,0,0,44,0,105263.1579,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-55249-17-6,192.168.3.29,55249,192.168.3.30,17,6,18/07/2019 12:48:06 PM,9,0,2,0,0,0,0,0,0,0,0,0,0,0,222222.2222,9,0,9,9,0,0,0,0,0,9,9,0,9,9,0,0,0,0,0,44,0,222222.2222,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-55249-465-6,192.168.3.29,55249,192.168.3.30,465,6,18/07/2019 12:47:58 PM,19,0,2,0,0,0,0,0,0,0,0,0,0,0,105263.1579,19,0,19,19,0,0,0,0,0,19,19,0,19,19,0,0,0,0,0,44,0,105263.1579,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-39632-3306-6,192.168.3.29,39632,192.168.3.30,3306,6,18/07/2019 09:28:17 PM,54,0,2,0,0,0,0,0,0,0,0,0,0,0,37037.03704,54,0,54,54,0,0,0,0,0,54,54,0,54,54,0,0,0,0,0,64,0,37037.03704,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,227,0,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-55249-8200-6,192.168.3.29,55249,192.168.3.30,8200,6,18/07/2019 12:48:06 PM,10,0,2,0,0,0,0,0,0,0,0,0,0,0,200000,10,0,10,10,0,0,0,0,0,10,10,0,10,10,0,0,0,0,0,44,0,200000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-55249-1782-6,192.168.3.29,55249,192.168.3.30,1782,6,18/07/2019 12:47:38 PM,9,0,2,0,0,0,0,0,0,0,0,0,0,0,222222.2222,9,0,9,9,0,0,0,0,0,9,9,0,9,9,0,0,0,0,0,44,0,222222.2222,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-39716-3306-6,192.168.3.29,39716,192.168.3.30,3306,6,18/07/2019 09:28:19 PM,52,0,2,0,0,0,0,0,0,0,0,0,0,0,38461.53846,52,0,52,52,0,0,0,0,0,52,52,0,52,52,0,0,0,0,0,64,0,38461.53846,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,227,0,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-55249-1277-6,192.168.3.29,55249,192.168.3.30,1277,6,18/07/2019 12:47:38 PM,9,0,2,0,0,0,0,0,0,0,0,0,0,0,222222.2222,9,0,9,9,0,0,0,0,0,9,9,0,9,9,0,0,0,0,0,44,0,222222.2222,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-55249-425-6,192.168.3.29,55249,192.168.3.30,425,6,18/07/2019 12:47:38 PM,13,0,2,0,0,0,0,0,0,0,0,0,0,0,153846.1538,13,0,13,13,0,0,0,0,0,13,13,0,13,13,0,0,0,0,0,44,0,153846.1538,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-55249-31038-6,192.168.3.29,55249,192.168.3.30,31038,6,18/07/2019 12:47:40 PM,10,0,2,0,0,0,0,0,0,0,0,0,0,0,200000,10,0,10,10,0,0,0,0,0,10,10,0,10,10,0,0,0,0,0,44,0,200000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-40208-3306-6,192.168.3.29,40208,192.168.3.30,3306,6,18/07/2019 09:28:43 PM,47,0,2,0,0,0,0,0,0,0,0,0,0,0,42553.19149,47,0,47,47,0,0,0,0,0,47,47,0,47,47,0,0,0,0,0,64,0,42553.19149,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,227,0,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-55249-4848-6,192.168.3.29,55249,192.168.3.30,4848,6,18/07/2019 12:48:06 PM,10,0,2,0,0,0,0,0,0,0,0,0,0,0,200000,10,0,10,10,0,0,0,0,0,10,10,0,10,10,0,0,0,0,0,44,0,200000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-47656-3306-6,192.168.3.29,47656,192.168.3.30,3306,6,18/07/2019 02:57:19 PM,160,1,2,0,0,0,0,0,0,0,0,0,0,0,18750,80,89.09545443,143,17,0,0,0,0,0,160,160,0,160,160,0,0,0,0,32,64,6250,12500,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,227,0,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-55249-9998-6,192.168.3.29,55249,192.168.3.30,9998,6,18/07/2019 12:47:38 PM,9,0,2,0,0,0,0,0,0,0,0,0,0,0,222222.2222,9,0,9,9,0,0,0,0,0,9,9,0,9,9,0,0,0,0,0,44,0,222222.2222,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-55249-6788-6,192.168.3.29,55249,192.168.3.30,6788,6,18/07/2019 12:47:49 PM,16,0,2,0,0,0,0,0,0,0,0,0,0,0,125000,16,0,16,16,0,0,0,0,0,16,16,0,16,16,0,0,0,0,0,44,0,125000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-40054-3306-6,192.168.3.29,40054,192.168.3.30,3306,6,18/07/2019 09:28:26 PM,64,1,2,0,0,0,0,0,0,0,0,0,0,0,46875,32,29.69848481,53,11,0,0,0,0,0,64,64,0,64,64,0,0,0,0,32,64,15625,31250,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,227,0,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-55249-2382-6,192.168.3.29,55249,192.168.3.30,2382,6,18/07/2019 12:47:38 PM,15,0,2,0,0,0,0,0,0,0,0,0,0,0,133333.3333,15,0,15,15,0,0,0,0,0,15,15,0,15,15,0,0,0,0,0,44,0,133333.3333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-55249-1122-6,192.168.3.29,55249,192.168.3.30,1122,6,18/07/2019 12:48:03 PM,19,0,2,0,0,0,0,0,0,0,0,0,0,0,105263.1579,19,0,19,19,0,0,0,0,0,19,19,0,19,19,0,0,0,0,0,44,0,105263.1579,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-55249-13456-6,192.168.3.29,55249,192.168.3.30,13456,6,18/07/2019 12:47:42 PM,30,0,2,0,0,0,0,0,0,0,0,0,0,0,66666.66667,30,0,30,30,0,0,0,0,0,30,30,0,30,30,0,0,0,0,0,44,0,66666.66667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-55249-109-6,192.168.3.29,55249,192.168.3.30,109,6,18/07/2019 12:48:02 PM,32,0,2,0,0,0,0,0,0,0,0,0,0,0,62500,32,0,32,32,0,0,0,0,0,32,32,0,32,32,0,0,0,0,0,44,0,62500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-55249-1024-6,192.168.3.29,55249,192.168.3.30,1024,6,18/07/2019 12:47:53 PM,60,0,2,0,0,0,0,0,0,0,0,0,0,0,33333.33333,60,0,60,60,0,0,0,0,0,60,60,0,60,60,0,0,0,0,0,44,0,33333.33333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-55249-85-6,192.168.3.29,55249,192.168.3.30,85,6,18/07/2019 12:47:39 PM,31,0,2,0,0,0,0,0,0,0,0,0,0,0,64516.12903,31,0,31,31,0,0,0,0,0,31,31,0,31,31,0,0,0,0,0,44,0,64516.12903,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-55249-2525-6,192.168.3.29,55249,192.168.3.30,2525,6,18/07/2019 12:47:41 PM,26,0,2,0,0,0,0,0,0,0,0,0,0,0,76923.07692,26,0,26,26,0,0,0,0,0,26,26,0,26,26,0,0,0,0,0,44,0,76923.07692,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-55249-50500-6,192.168.3.29,55249,192.168.3.30,50500,6,18/07/2019 12:47:48 PM,29,0,2,0,0,0,0,0,0,0,0,0,0,0,68965.51724,29,0,29,29,0,0,0,0,0,29,29,0,29,29,0,0,0,0,0,44,0,68965.51724,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-55249-3301-6,192.168.3.29,55249,192.168.3.30,3301,6,18/07/2019 12:48:06 PM,9,0,2,0,0,0,0,0,0,0,0,0,0,0,222222.2222,9,0,9,9,0,0,0,0,0,9,9,0,9,9,0,0,0,0,0,44,0,222222.2222,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-39974-3306-6,192.168.3.29,39974,192.168.3.30,3306,6,18/07/2019 09:28:24 PM,49,0,2,0,0,0,0,0,0,0,0,0,0,0,40816.32653,49,0,49,49,0,0,0,0,0,49,49,0,49,49,0,0,0,0,0,64,0,40816.32653,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,227,0,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-55249-545-6,192.168.3.29,55249,192.168.3.30,545,6,18/07/2019 12:47:38 PM,10,0,2,0,0,0,0,0,0,0,0,0,0,0,200000,10,0,10,10,0,0,0,0,0,10,10,0,10,10,0,0,0,0,0,44,0,200000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-55250-161-6,192.168.3.29,55250,192.168.3.30,161,6,18/07/2019 12:47:40 PM,15,0,2,0,0,0,0,0,0,0,0,0,0,0,133333.3333,15,0,15,15,0,0,0,0,0,15,15,0,15,15,0,0,0,0,0,44,0,133333.3333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-55249-27000-6,192.168.3.29,55249,192.168.3.30,27000,6,18/07/2019 12:48:01 PM,62,0,2,0,0,0,0,0,0,0,0,0,0,0,32258.06452,62,0,62,62,0,0,0,0,0,62,62,0,62,62,0,0,0,0,0,44,0,32258.06452,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-55250-8994-6,192.168.3.29,55250,192.168.3.30,8994,6,18/07/2019 12:47:48 PM,25,0,2,0,0,0,0,0,0,0,0,0,0,0,80000,25,0,25,25,0,0,0,0,0,25,25,0,25,25,0,0,0,0,0,44,0,80000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-55249-4550-6,192.168.3.29,55249,192.168.3.30,4550,6,18/07/2019 12:47:42 PM,18,0,2,0,0,0,0,0,0,0,0,0,0,0,111111.1111,18,0,18,18,0,0,0,0,0,18,18,0,18,18,0,0,0,0,0,44,0,111111.1111,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-55250-1641-6,192.168.3.29,55250,192.168.3.30,1641,6,18/07/2019 12:47:42 PM,25,0,2,0,0,0,0,0,0,0,0,0,0,0,80000,25,0,25,25,0,0,0,0,0,25,25,0,25,25,0,0,0,0,0,44,0,80000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-55250-27352-6,192.168.3.29,55250,192.168.3.30,27352,6,18/07/2019 12:47:57 PM,18,0,2,0,0,0,0,0,0,0,0,0,0,0,111111.1111,18,0,18,18,0,0,0,0,0,18,18,0,18,18,0,0,0,0,0,44,0,111111.1111,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.30-8.8.8.8-42981-53-17,192.168.3.30,42981,8.8.8.8,53,17,18/07/2019 09:12:51 PM,13946,1,3,32,216,32,32,32,0,96,32,72,34.87119155,17782.87681,286.8205937,4648.666667,7985.086871,13869,12,0,0,0,0,0,13946,6973,9844.340608,13934,12,0,0,0,0,8,24,71.70514843,215.1154453,32,96,56,32.984845,1088,0,0,0,0,0,0,0,0,3,70,32,72,0,0,0,0,0,0,1,32,3,216,-1,-1,1,0,0,0,0,0,0,0,0,0,Normal,Benign
192.168.3.29-192.168.3.30-55250-5718-6,192.168.3.29,55250,192.168.3.30,5718,6,18/07/2019 12:47:43 PM,51,0,2,0,0,0,0,0,0,0,0,0,0,0,39215.68627,51,0,51,51,0,0,0,0,0,51,51,0,51,51,0,0,0,0,0,44,0,39215.68627,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-55249-7938-6,192.168.3.29,55249,192.168.3.30,7938,6,18/07/2019 12:47:38 PM,14,0,2,0,0,0,0,0,0,0,0,0,0,0,142857.1429,14,0,14,14,0,0,0,0,0,14,14,0,14,14,0,0,0,0,0,44,0,142857.1429,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-55249-8222-6,192.168.3.29,55249,192.168.3.30,8222,6,18/07/2019 12:48:06 PM,9,0,2,0,0,0,0,0,0,0,0,0,0,0,222222.2222,9,0,9,9,0,0,0,0,0,9,9,0,9,9,0,0,0,0,0,44,0,222222.2222,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.29-192.168.3.30-55249-1059-6,192.168.3.29,55249,192.168.3.30,1059,6,18/07/2019 12:47:38 PM,17,0,2,0,0,0,0,0,0,0,0,0,0,0,117647.0588,17,0,17,17,0,0,0,0,0,17,17,0,17,17,0,0,0,0,0,44,0,117647.0588,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
192.168.3.30-198.143.164.251-41794-443-6,192.168.3.30,41794,198.143.164.251,443,6,18/07/2019 12:56:04 PM,52483,2,2,31,0,31,0,15.5,21.92031022,0,0,0,0,590.6674542,76.21515538,17494.33333,29423.55671,51467,135,881,881,0,881,881,52483,52483,0,52483,52483,0,0,0,0,64,52,38.10757769,38.10757769,0,31,6.2,13.86362146,192.2,0,0,0,0,1,0,0,0,1,7.75,15.5,0,0,0,0,0,0,0,2,31,2,0,-1,0,1,0,0,0,0,0,0,0,0,0,Normal,Benign
192.168.3.29-192.168.3.30-55249-9878-6,192.168.3.29,55249,192.168.3.30,9878,6,18/07/2019 12:47:43 PM,9,0,2,0,0,0,0,0,0,0,0,0,0,0,222222.2222,9,0,9,9,0,0,0,0,0,9,9,0,9,9,0,0,0,0,0,44,0,222222.2222,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,Account Discovery,Lateral Movement
